ArpCode,lat,lon
ESE,31.8,116.6
ESF,31.4,92.3
ESG,22.045,60.62166667
ESH,50.83333333,0.283333333
ESI,14.93333333,42.83333333
ESK,39.78333333,30.58333333
ESL,46.36666667,44.33333333
ESM,0.95,79.6
ESN,38.80833333,76.075
ESO,36.1,106.0333333
ESP,41,75.18333333
ESR,26.3,69.76666667
ESS,51.41666667,7
EST,43.4,94.83333333
ESU,31.4,9.683333333
ESW,47.23333333,121.1833333
ETB,43.41666667,88.18333333
ETD,28.71666667,138.6333333
ETE,12.93333333,36.16666667
ETH,29.56666667,34.96666667
ETN,32.41666667,98.8
ETS,31.31666667,85.85
ETZ,48.97916667,6.247777778
EUA,21.36666667,174.9333333
EUC,31.71666667,128.8666667
EUE,39.51666667,115.9666667
EUF,31.95,85.13333333
EUG,44.11666667,123.2166667
EUM,54.16666667,9.983333333
EUN,27.15,13.2
EUO,4.333333333,73.25
EUX,17.5,62.96666667
EVA,30.35,94.06666667
EVD,18.08333333,134.8666667
EVE,68.5,16.68333333
EVG,62.05,14.43333333
EVH,29.1,153.4166667
EVM,47.43333333,92.5
EVN,40.15,44.4
EVV,38.03333333,87.53333333
EVW,41.35,111.0166667
EVX,49.01666667,1.15
EWB,41.68333333,70.96666667
EWE,5.483333333,138.0666667
EWI,3.933333333,136.3666667
EWK,38.05,97.35
EWN,35.06666667,77.05
EWO,0.883333333,14.8
EWR,40.71666667,74.16666667
EWY,51.41666667,1.333333333
EXI,58.41666667,135.4333333
EXM,22.38333333,114.1166667
EXT,50.73333333,3.416666667
EYL,15.13333333,10.56666667
EYP,5.35,72.38333333
EYR,38.98333333,119.1666667
EYS,3.25,35.96666667
EYW,24.55277778,81.76666667
EZE,34.81666667,58.53333333
EZS,38.6,39.28333333
FAA,10.03333333,10.75
FAB,51.28333333,0.766666667
FAC,16.68333333,145.3333333
FAE,62.06666667,7.266666667
FAF,37.15,76.58333333
FAG,63.88333333,16.65
FAH,32.36666667,62.16666667
FAI,64.81944444,147.8666667
FAJ,18.38333333,65.75
FAK,57.53055556,135.2166667
FAL,26.58611111,99.1375
FAM,37.67333333,90.23388889
FAN,58.1,6.633333333
FAO,37.01666667,7.966666667
FAR,46.91666667,96.81666667
FAS,64.91666667,14.06666667
FAT,36.76666667,119.7166667
FAV,16.33333333,145.6166667
FAY,35,78.88333333
FBD,37.08333333,70.5
FBE,26.08333333,53.06666667
FBG,35.15,78.98333333
FBK,64.81666667,147.8666667
FBL,44.33333333,93.31666667
FBM,11.58333333,27.51666667
FBR,41.31666667,110.3833333
FBU,60.20277778,11.08555556
FBY,40.13333333,97.18333333
FCA,48.31666667,114.2666667
FCB,28.825,27.90833333
FCH,36.73333333,119.8166667
FCM,44.81944444,93.45
FCO,41.81666667,12.25
FCS,38.81666667,104.7166667
FCT,46.56944444,120.5361111
FCY,34.95,90.76666667
FDE,61.4,5.8
FDF,14.58333333,61
FDH,47.66666667,9.516666667
FDK,39.41666667,77.41666667
FDR,34.35,98.98333333
FDU,3.316666667,17.36666667
FDY,41.01666667,83.66666667
FEA,60.58333333,0.966666667
FEB,29.23333333,81.21666667
FEG,40.38333333,71.76666667
FEJ,8.15,70.35
FEK,9.6,5.2
FEL,48.16666667,11.25
FEN,3.85,32.41666667
FEP,42.26666667,89.58333333
FER,3.483333333,35.83333333
FET,41.43333333,96.5
FEW,41.15,104.8166667
FEZ,34,4.966666667
FFA,36.01666667,75.66666667
FFD,51.68333333,1.783333333
FFL,40.93333333,91.95
FFM,46.28333333,96.16666667
FFO,39.9,84.21666667
FFT,38.18333333,84.9
FFU,43.2,71.81666667
FGD,22.5,12.675
FGI,13.83333333,171.7333333
FGL,43.4,170.0333333
FGU,15,142
FHU,31.58333333,110.3333333
FHZ,16,140
FIC,55.77777778,131.5375
FID,41.26666667,72.03333333
FIE,59.5,1.666666667
FIG,10.35,13.56666667
FIH,4.383333333,15.43333333
FIK,25.58333333,134.6
FIL,38.96666667,112.3333333
FIN,6.616666667,147.8666667
FIV,57.26666667,133.6333333
FIZ,18.16666667,125.55
FJR,25.1,56.35
FKB,48.77916667,8.080277778
FKH,52.83333333,0.85
FKI,0.483333333,25.33333333
FKJ,36.08333333,136.25
FKL,41.38611111,79.86666667
FKN,36.68333333,76.91666667
FKQ,2.933333333,132.2666667
FKS,37.22777778,140.4333333
FLA,1.583333333,75.53333333
FLB,6.833333333,43
FLC,34.98333333,150.6
FLD,43.76666667,88.48333333
FLE,37.21666667,77.4
FLF,54.78333333,9.383333333
FLG,35.13333333,111.6833333
FLH,58.5,3
FLI,65.98333333,23.7
FLJ,60.0325,148.0083333
FLL,26.06666667,80.16666667
FLM,22.35833333,60.03833333
FLN,27.66666667,48.55
FLO,34.18333333,79.71666667
FLP,36.3,92.58333333
FLR,43.81666667,11.2
FLS,40.08333333,148
FLT,62.45,158
FLU,40.78333333,73.83333333
FLV,39.31666667,94.91666667
FLW,39.46666667,31.15
FLX,39.46666667,118.7694444
FLY,35.65,145.5833333
FMA,26.2,58.23333333
FMC,65.91666667,149.8333333
FME,39.1,76.75
FMG,10.41666667,85.78333333
FMH,41.56666667,70.63333333
FMI,5.883333333,29.25
FMN,36.75,108.2333333
FMO,51.95,7.766666667
FMS,40.65,91.31666667
FMY,26.58333333,81.86666667
FNA,8.616666667,13.2
FNC,32.7,16.78333333
FNE,8.6,147.2333333
FNG,12.06666667,0.35
FNH,9.583333333,37.43333333
FNI,43.85,4.416666667
FNJ,39.01666667,125.75
FNK,69.5,147.5833333
FNL,40.45166667,105.0116667
FNR,58.23333333,134.9166667
FNT,42.96666667,83.75
FOA,60.11666667,2.05
FOB,39.43333333,123.8
FOC,26.1,119.2833333
FOD,42.55,94.18333333
FOE,38.95,95.65
FOG,41.41666667,15.53333333
FOK,40.83333333,72.61666667
FOM,5.633333333,10.75
FON,10.4,84.48333333
FOO,0.933333333,134.8666667
FOP,33.61666667,84.36666667
FOR,3.766666667,38.53333333
FOS,30.83333333,128.1
FOT,32.18333333,152.5166667
FOU,1.283333333,10.61666667
FOX,64.85,147.7666667
FOY,8.366666667,10.21666667
FPO,26.55,78.7
FPR,27.48333333,80.36666667
FPU,18.13333333,136
FPY,30.11666667,83.58333333
FRA,50.03305556,8.566666667
FRB,33.36666667,147.9333333
FRC,20.58333333,47.38333333
FRD,48.53333333,123.0333333
FRE,8.1,159.5833333
FRF,50.03333333,8.566666667
FRG,40.73333333,73.41666667
FRH,38.55,86.61666667
FRI,39.06666667,96.78333333
FRJ,43.41666667,6.733333333
FRK,4.583333333,55.95
FRL,44.2,12.06666667
FRM,43.65,94.41666667
FRN,61.25,149.6833333
FRO,61.58333333,5.033333333
FRP,57.84583333,135.025
FRQ,5.416666667,141.7
FRR,38.91666667,78.18333333
FRS,16.91666667,89.88333333
FRT,41.125,73.06527778
FRU,43.05,74.48333333
FRW,21.16,27.48111111
FRY,44.01666667,70.98333333
FRZ,51.13333333,9.266666667
FSC,41.5,9.1
FSD,43.58333333,96.73333333
FSI,34.66666667,98.41666667
FSK,37.8,94.76666667
FSL,18.2,125.75
FSM,35.33333333,94.36666667
FSN,42.21666667,87.8
FSP,46.91666667,56.16666667
FSS,57.65,3.566666667
FST,30.91666667,102.9166667
FSU,34.46666667,104.25
FSZ,34.79611111,138.1894444
FTA,19.53333333,170.2166667
FTI,14.21666667,169.45
FTK,37.9,85.95
FTL,61.86666667,162.0333333
FTU,25.03333333,46.95
FTW,32.85555556,96.85
FTX,0.983333333,16.00833333
FTY,33.75,84.38333333
FUB,6.15,150.65
FUE,28.45,13.86666667
FUG,32.86666667,115.7
FUJ,32.66666667,128.8333333
FUK,33.58333333,130.45
FUL,33.86666667,117.9666667
FUM,6.383333333,142.4333333
FUN,8.516666667,179.2166667
FUO,23.13333333,113.2833333
FUT,14.25,178.15
FVL,18.28333333,128.4166667
FWA,40.97833333,85.195
FWH,32.9,97.03333333
FWL,62.51666667,153.9
FWM,56.81666667,5.116666667
FXE,26.18333333,80.16666667
FXM,70.21666667,146
FXO,14.81666667,36.53333333
FXY,43.26666667,93.65
FYJ,47,133
FYM,35.15,86.58333333
FYN,45,90.00833333
FYT,17.93333333,19.13333333
FYU,66.56666667,145.2666667
FYV,36,94.16666667
FZO,51.5,2.583333333
GAA,9.15,74.23333333
GAB,38.86666667,117.9166667
GAC,14.5,88.53333333
GAD,33.96666667,86.08333333
GAE,33.83611111,10
GAF,34.41666667,8.816666667
GAG,36.31666667,99.75
GAH,25.61666667,151.6166667
GAI,39.13333333,77.2
GAJ,38.4,140.3666667
GAK,62.3,145.3
GAL,64.71666667,156.9333333
GAM,63.76666667,171.75
GAN,0.7,73.16666667
GAO,20.08472222,75.15861111
GAP,6.05,145.9666667
GAQ,16.25,0
GAR,7.866666667,147.1333333
GAS,0.466666667,39.63333333
GAT,44.45833333,6.025
GAU,26.1,91.56666667
GAV,0.45,130.8833333
GAW,22.16666667,94.13333333
GAX,2.766666667,9.983333333
GAY,24.75,84.95
GAZ,9.233333333,152.95
GBA,16.05,167.35
GBB,26.15,7.35
GBC,6.1,141.7333333
GBD,38.35,98.86666667
GBE,24.55,25.91666667
GBF,6.583333333,144.6666667
GBG,40.93333333,90.43333333
GBH,68.46666667,149.4833333
GBI,26.61666667,78.36666667
GBJ,15.36666667,61.26666667
GBK,7.800277778,12.36666667
GBL,11.66666667,133.4166667
GBM,3.333333333,42.18333333
GBO,39.18611111,76.68333333
GBP,16.55,143.6666667
GBR,42.2,73.36666667
GBS,36.16666667,175.35
GBU,14.92638889,35.88888889
GBV,16.33333333,126.3666667
GBZ,36.16666667,175.3333333
GCA,2.283333333,74.95
GCC,44.35,105.5333333
GCI,49.43333333,2.6
GCJ,26.23333333,28.15
GCK,37.93333333,100.7333333
GCM,19.28333333,81.36666667
GCN,35.95,112.15
GCY,36.18333333,82.81666667
GDA,9.333333333,21.18333333
GDC,34.86666667,82.41666667
GDD,18.83333333,128.5333333
GDE,5.9,43.63333333
GDG,53.46666667,125.8
GDH,59.71666667,158.1666667
GDI,9.733333333,21.58333333
GDJ,6.733333333,23.95
GDL,20.51666667,103.3166667
GDM,42.56666667,72
GDN,54.38333333,18.46666667
GDO,7.233333333,70.8
GDP,6.781944444,43.58166667
GDQ,12.51666667,37.41666667
GDT,21.46666667,71.13333333
GDV,47.13333333,104.6833333
GDW,43.98333333,84.48333333
GDX,59.91666667,150.7166667
GDZ,44.56666667,38.01666667
GEA,22.26666667,166.4666667
GEB,0.083333333,129.3333333
GEC,35.23722222,33.72027778
GED,38.68333333,75.36666667
GEE,41.1,146.8333333
GEF,7.577777778,156.5972222
GEG,47.63333333,117.5333333
GEI,4.5,154.1666667
GEK,62.98333333,156.5
GEL,28.26666667,54.26666667
GEN,60.2,11.08333333
GEO,6.766666667,58.23333333
GER,21.83333333,82.78333333
GES,6.116666667,125.2333333
GET,28.78333333,114.7
GEV,67.13333333,20.81666667
GEW,9.183333333,148.4833333
GEX,38.13333333,144.35
GEY,44.51666667,108.0833333
GFA,47.5,111.1666667
GFB,59.05,160.2944444
GFD,39.78333333,85.76666667
GFE,33.9,148.1666667
GFF,34.25,146.0666667
GFK,47.95,97.18333333
GFL,43.35,73.61666667
GFN,29.76666667,153.0333333
GFO,6.416666667,58.58333333
GFR,48.88333333,1.566666667
GFY,19.6,18.13333333
GGC,14.11666667,21.43333333
GGD,18.7,139.25
GGE,33.31666667,79.31666667
GGG,32.38333333,94.71666667
GGL,8.333333333,77.08333333
GGN,6.133333333,5.933333333
GGO,6.55,7.483333333
GGR,8.416666667,48.48333333
GGS,48.76666667,70.2
GGT,23.46666667,75.76666667
GGW,48.21666667,106.6166667
GHA,32.38333333,3.816666667
GHB,25.28333333,76.33333333
GHC,25.75027778,77.85
GHD,9.166666667,35.81666667
GHE,8.083333333,78.33333333
GHF,49.65,9.966666667
GHK,31.08333333,35.3
GHM,35.78333333,87.46666667
GHN,30.46666667,106.65
GHT,24.95,10.16666667
GHU,33.01666667,58.58333333
GIB,36.15,5.35
GIC,9.266666667,142.2
GID,3.416666667,29.91666667
GIF,28.06666667,81.75
GIG,22.81666667,43.25
GII,11.4,9.183333333
GIL,35.91666667,74.33333333
GIM,0.016666667,11.4
GIR,4.283333333,74.8
GIS,38.66666667,177.9833333
GIT,2.866666667,32.16666667
GIY,23.28333333,30.66666667
GIZ,16.93361111,42.56694444
GJA,16.5,85.925
GJL,36.8,5.883333333
GJM,10.83333333,65.33333333
GJR,65.98333333,21.35
GJT,39.11666667,108.5166667
GKA,6.083333333,145.4
GKE,50.95,6.116666667
GKH,28,84.675
GKL,23.18333333,150.95
GKN,62.16666667,145.4666667
GKO,0.083333333,11.46666667
GKT,35.85,83.51666667
GLA,55.86666667,4.433333333
GLC,6.966666667,46.41666667
GLD,39.36666667,101.7
GLE,33.61666667,97.11666667
GLF,8.666666667,83.08333333
GLG,24.76666667,139.5833333
GLH,33.47722222,90.985
GLI,29.68333333,151.7
GLK,6.85,47.26666667
GLL,60.78333333,9.05
GLM,22.28333333,138.3166667
GLN,29.01666667,10.06666667
GLO,51.9,2.166666667
GLP,5.283333333,141.5166667
GLQ,62.11666667,145.55
GLR,45.01666667,84.7
GLS,29.26666667,94.86666667
GLT,23.86666667,151.2166667
GLV,64.55,163.0166667
GLW,37.03333333,85.95
GLX,2.183333333,127.8333333
GLY,20.08333333,119.6666667
GLZ,51.56805556,4.933055556
GMA,3.266666667,19.76666667
GMB,8.116666667,34.56666667
GMC,3.633333333,71.16666667
GME,52.41666667,31
GMI,6.3,150.3333333
GMM,1.933333333,15.86666667
GMN,42.46666667,171.1833333
GMP,37.55,126.8
GMQ,34.41666667,100.3002778
GMR,23.03333333,134.9666667
GMS,2.133333333,44.6
GMT,65.4,161.2833333
GMU,34.86666667,82.41666667
GMV,37,110.2
GMY,51.18333333,6.333333333
GNA,53.66666667,23.8
GNB,45.36666667,5.333333333
GND,12,61.78333333
GNE,51.05,3.716666667
GNG,42.91666667,114.7833333
GNI,23.1,121.4666667
GNM,14.21666667,42.78333333
GNN,7.15,40.71666667
GNR,39.03333333,67.58333333
GNS,1.283333333,97.61666667
GNT,35.15,107.8666667
GNU,59.11666667,161.5166667
GNV,29.68333333,82.26666667
GNY,37.45,38.9
GNZ,21.7,21.66666667
GOA,44.41666667,8.833333333
GOB,7.116666667,40.03333333
GOC,8.416666667,147.6666667
GOE,5.383333333,151.8666667
GOF,31.41666667,100.4
GOG,22.50472222,18.97472222
GOH,64.16666667,51.71666667
GOI,15.38333333,73.84166667
GOJ,56.23333333,43.78333333
GOK,35.88333333,97.41666667
GOL,42.41666667,124.4166667
GOM,1.666666667,29.23333333
GON,41.33333333,72.05
GOO,28.51666667,150.3166667
GOP,26.73333333,83.45
GOQ,36.63333333,94.86666667
GOR,8.166666667,35.55
GOS,33.43333333,151.35
GOT,57.66666667,12.28333333
GOU,9.333333333,13.36666667
GOV,12.28333333,136.8166667
GOY,7.333333333,81.61666667
GOZ,42.33333333,25.61666667
GPA,38.25,21.73333333
GPB,25.38333333,51.45
GPI,2.583333333,77.9
GPL,10.21666667,83.76666667
GPN,11.4,130.4333333
GPO,35.7,63.75
GPS,0.433333333,90.26666667
GPT,30.4,89.06666667
GPZ,47.21666667,93.51666667
GQJ,55.43333333,5.7
GQQ,40.73333333,82.8
GRA,8.2,73.78333333
GRB,44.48333333,88.13333333
GRC,4.6,8.166666667
GRD,34.25,82.15
GRE,38.88333333,89.41666667
GRF,47.26666667,122.5666667
GRG,33.61666667,69.11666667
GRH,10.31666667,150.6833333
GRI,40.96666667,98.31666667
GRJ,34,22.36666667
GRK,31.08333333,97.68333333
GRL,7.95,147.1833333
GRM,47.75,91.33333333
GRN,42.8,102.2
GRO,41.9,2.766666667
GRP,11.66666667,49.21666667
GRQ,53.13333333,6.583333333
GRR,42.88333333,85.53333333
GRS,42.75,11.06666667
GRT,32.56666667,74.08333333
GRU,23.43333333,46.46666667
GRV,43.33333333,45.7
GRW,39.06666667,28
GRX,37.18333333,3.783333333
GRY,66.56666667,18.01666667
GRZ,47,15.43333333
GSA,5.333333333,117.1666667
GSB,35.46666667,77.96666667
GSC,25.05,115.2
GSE,57.775,11.96666667
GSH,41.58333333,85.83333333
GSI,9.533333333,160.2
GSL,62.59722222,111.5444444
GSN,31.86666667,138.2
GSO,36.09833333,79.93666667
GSP,34.89833333,82.21666667
GSR,9.516666667,49.08333333
GSS,25.11666667,30.8
GST,58.43333333,135.7166667
GSU,14.13333333,35.31666667
GSY,53.58333333,0.033333333
GTA,8.75,158.2027778
GTB,3.416666667,101.8
GTC,26.78333333,77.33333333
GTE,13.98333333,136.4666667
GTF,47.48166667,111.37
GTG,45.78333333,92.68333333
GTI,54.38333333,12.31666667
GTK,2.6,102.9166667
GTN,43.9,170.1166667
GTO,0.65,122.9166667
GTR,33.46666667,88.38333333
GTS,26.96666667,133.6166667
GTT,18.41666667,143.7833333
GTW,49,17.675
GTY,39.83333333,77.23333333
GUA,14.56666667,90.53333333
GUB,28.03333333,114.0666667
GUC,38.53333333,106.9333333
GUD,16.35,3.6
GUE,3.583333333,141.5833333
GUF,30.16666667,87.58333333
GUG,8.1,146.8833333
GUH,30.95,150.2333333
GUI,10.56666667,62.3
GUJ,22.81666667,45.21666667
GUL,33.83333333,151.8333333
GUM,13.48333333,144.7333333
GUN,32.30277778,86.40277778
GUO,15.08333333,86.03333333
GUP,35.51666667,108.7833333
GUQ,9.033333333,69.75
GUR,10.33333333,150.35
GUS,40.75,86.06666667
GUT,51.9,8.383333333
GUU,64.96666667,23.16666667
GUV,6.283333333,142.4166667
GUW,47.11666667,51.9
GUX,24.48333333,77.31666667
GUY,36.68333333,101.4833333
GUZ,20.65,40.51666667
GVA,46.23333333,6.116666667
GVE,38.15,78.16666667
GVI,3.916666667,141.1666667
GVL,34.26666667,83.83333333
GVP,15.78333333,144.6166667
GVR,18.86666667,41.81666667
GVT,33.13333333,96.11666667
GVW,38.88333333,94.53333333
GVX,60.6,16.95
GWA,17.83333333,94.5
GWD,25.23055556,62.33888889
GWE,19.45,29.81666667
GWL,26.28333333,78.23333333
GWN,6.566666667,146.25
GWO,33.5,90.2
GWS,39.55,107.3166667
GWT,54.91666667,8.35
GWV,39.93333333,80.73333333
GWW,52.48333333,13.13333333
GWY,53.3,8.933333333
GXF,15.88333333,48.81666667
GXG,7.516666667,15.83333333
GXH,34.8,102.6833333
GXQ,45.5,72.51666667
GXX,10.36027778,15.23722222
GXY,40.33333333,104.6166667
GYA,10.8,65.4
GYD,40.48333333,50.06666667
GYE,2.166666667,79.86666667
GYI,1.7,29.25
GYL,16.64083333,128.45
GYM,27.96666667,110.9333333
GYN,16.63333333,49.23333333
GYP,26.28333333,152.7
GYR,33.43333333,112.35
GYS,32.65,105.6833333
GYU,36.5,106.0083333
GYY,41.61666667,87.41666667
GZA,31.24638889,34.27611111
GZI,33,68.41666667
GZM,36.04166667,14.20833333
GZO,8.1,156.8666667
GZT,36.95,37.48333333
HAA,70.48333333,22.13333333
HAB,34.11666667,88
HAC,33.11666667,139.7833333
HAD,56.68333333,12.81666667
HAE,36.23055556,112.6694444
HAF,37.48333333,122.4666667
HAG,52.15,4.291666667
HAH,11.53333333,43.26666667
HAI,41.95,85.63333333
HAJ,52.46666667,9.683333333
HAK,20.01666667,110.35
HAL,19.96666667,13.06666667
HAM,53.63333333,9.983333333
HAN,21.03583333,105.89
HAO,39.43333333,84.5
HAP,19.16666667,147.6666667
HAQ,6.733333333,73.15
HAR,40.26666667,76.86666667
HAS,27.43333333,41.68333333
HAT,19.72083333,140.5833333
HAU,59.35,5.216666667
HAV,23,82.41666667
HAW,51.81666667,4.966666667
HAX,35.66944444,95.36944444
HAY,65.2,161.15
HAZ,4.333333333,145.1666667
HBA,42.83333333,147.5
HBB,32.68611111,103.2194444
HBC,57.5,135.9166667
HBE,30.91638889,29.68833333
HBG,31.26666667,89.25
HBH,57.40833333,133.4666667
HBI,25.51666667,76.63333333
HBL,25.38333333,28.28333333
HBN,12,106.0083333
HBO,40.16666667,95.95
HBR,34.98333333,99.05
HBT,27.89444444,45.52638889
HBX,15.33333333,75.23333333
HCA,32.3,101.4333333
HCB,55.45833333,131.2833333
HCC,42.29444444,73.71111111
HCJ,24,107
HCM,8,49.925
HCN,21.93333333,120.8333333
HCQ,18.23333333,127.6666667
HCR,62.15,159.7833333
HCS,26.25277778,28.15277778
HCW,34.7,79.88333333
HDA,57.06666667,134.9833333
HDB,49.41666667,8.716666667
HDD,25.3,68.38333333
HDE,40.43333333,99.36666667
HDF,54.3,11
HDG,36.28333333,112.7
HDH,21.5,158
HDM,34.85,48.55
HDN,40.51944444,106.8694444
HDS,24.35,30.95
HDY,6.933333333,100.4166667
HEA,34.18333333,62.23333333
HEB,17.6,95.45
HED,55.8,160.9
HEE,34.58333333,90.66666667
HEH,20.73333333,96.78333333
HEI,54.15,8.9
HEK,50.25,127.3
HEL,60.31666667,24.96666667
HEN,51.58333333,0.233333333
HEO,9.133333333,147.5833333
HER,35.33333333,25.18333333
HES,45.85,119.2833333
HET,40.85,111.8166667
HEX,18.46944444,69.90277778
HEY,31.43333333,85.61666667
HEZ,31.61666667,91.3
HFA,32.8,35.05
HFD,41.76666667,72.68333333
HFE,31.78333333,117.3
HFF,35.03333333,79.56666667
HFN,64.3,15.23333333
HFS,60.0175,13.56916667
HFT,70.7,23.66666667
HGA,9.483333333,44.08333333
HGD,20.83333333,144.2
HGH,30.33333333,120.2333333
HGL,54.18333333,7.916666667
HGN,19.3,97.96666667
HGO,9.383333333,5.55
HGR,39.7,77.71666667
HGS,8.4,13.13333333
HGT,35.98333333,121.1666667
HGU,5.833333333,144.3
HGZ,66.18333333,155.6666667
HHA,28.23333333,113.15
HHE,40.55,141.4833333
HHH,32.21666667,80.7
HHI,21.5,158.0166667
HHN,49.95,7.25
HHP,22.31666667,114.2
HHQ,12.63055556,99.95444444
HHR,33.91666667,118.35
HHZ,17.53333333,142.5333333
HIA,33.79083333,119.125
HIB,47.38333333,92.83333333
HIC,25.65277778,28.21944444
HID,9.4,142.2833333
HIE,44.36666667,71.55
HIF,41.20277778,112.0194444
HIG,16.43333333,143.15
HIH,20.16666667,148.95
HII,34.56833333,114.3552778
HIJ,34.43333333,132.9166667
HIK,21.31666667,157.9166667
HIL,6.083333333,44.76666667
HIN,35.08333333,128.0833333
HIO,45.51666667,122.9833333
HIP,21.31666667,138.3
HIR,9.416666667,160.05
HIS,20.06666667,148.8666667
HIT,6.933333333,143.0666667
HIW,34.35,132.4
HIX,9.75,139
HJJ,27.41666667,109.6833333
HJR,24.85,79.93333333
HJT,46.9,102.7666667
HKA,35.93333333,89.91666667
HKB,63.86666667,148.9666667
HKD,41.76666667,140.8166667
HKG,22.30138889,113.9025
HKK,42.71666667,170.9833333
HKN,5.466666667,150.4
HKS,32.33333333,90.21666667
HKT,8.133333333,98.31666667
HKV,41.96666667,25.5
HKY,35.73333333,81.38333333
HLA,26.08333333,27.58333333
HLB,39.3,85.21666667
HLC,39.36666667,99.85
HLD,49.2,119.8166667
HLF,57.51666667,15.83333333
HLG,40.18333333,80.65
HLH,46.08333333,122.0833333
HLI,36.85,121.4
HLJ,56.06666667,23.51666667
HLL,17,128.0083333
HLM,42.78333333,86.11666667
HLN,46.6,111.9833333
HLP,6.266666667,106.8833333
HLR,31.08333333,97.68333333
HLS,41,148.175
HLT,37.65,142.0666667
HLU,21.25,165.6166667
HLV,15.68333333,145.2
HLW,28.01666667,32.25
HLY,53.31666667,4.633333333
HLZ,37.86666667,175.3333333
HMA,55.60277778,13.06666667
HME,31.66666667,6.15
HMG,23.96666667,132.6666667
HMI,42.48333333,93.50555556
HMJ,49.41666667,27
HMN,32.9,105.95
HMO,29.1,111.05
HMR,60.8,11.1
HMS,58.29444444,135.3472222
HMT,33.75,116.9666667
HMV,65.72777778,15.27222222
HNA,39.73333333,141.1166667
HNB,38.3,86.95
HNC,35.21666667,75.68611111
HND,35.55277778,139.7833333
HNE,61.88333333,147.3333333
HNG,20.68333333,164.9333333
HNH,58.1,135.4333333
HNI,7.4,146.4666667
HNK,18.38333333,146.2833333
HNL,21.33333333,157.9333333
HNM,20.8,156.0166667
HNN,6.233333333,142.2166667
HNO,42.43333333,18.58333333
HNS,59.25,135.5166667
HNX,41.86666667,106.5666667
HNY,26.9,112.6
HOA,1.483333333,40.03333333
HOB,32.68333333,103.2166667
HOC,7.416666667,145.8833333
HOD,14.74722222,42.98277778
HOE,20.5,103.75
HOF,25.33333333,49.6
HOG,20.78333333,76.3
HOH,47.38333333,9.7
HOI,18.2,140.8166667
HOK,18.33333333,130.6333333
HOL,62.9,159.5166667
HOM,59.65,151.4833333
HON,44.38333333,98.23333333
HOO,11.98333333,107.5666667
HOP,36.85,87.45
HOQ,50.28333333,11.85
HOR,38.53333333,28.61666667
HOS,37.41666667,70.21666667
HOT,34.48333333,93.1
HOU,29.645,95.27833333
HOV,62.18333333,6.066666667
HOW,8.9,79.6
HOX,24.86666667,94.91666667
HOY,58.83333333,3.3
HPA,19.78333333,174.3333333
HPB,61.5,166.0833333
HPE,14.66666667,144.9166667
HPG,31.7,110.6
HPH,20.81666667,106.7166667
HPN,41.06666667,73.7
HPR,25.73333333,28.18333333
HPT,42.75,93.2
HPV,22.2125,159.4466667
HPY,29.73333333,94.96666667
HQM,46.96666667,123.9333333
HQS,29.98333333,95.33333333
HRA,34.33333333,73.2
HRB,45.61666667,126.2166667
HRD,68.8,16.5
HRE,17.93333333,31.1
HRG,27.18333333,33.8
HRJ,28,83.83888889
HRK,50,36.25
HRL,26.2,97.75
HRM,32.93333333,3.3
HRN,23.43333333,151.9166667
HRO,36.22833333,93.10972222
HRR,3.216666667,75.85
HRS,28.23333333,29.1
HRT,54.05,1.25
HRY,24.66666667,133.0833333
HRZ,27.63833333,54.34055556
HSB,37.73333333,88.55
HSC,24.83333333,113.6166667
HSG,33.14638889,130.3044444
HSH,35.96833333,115.1191667
HSI,40.6,98.43333333
HSL,65.7,156.4166667
HSM,36.5,141.8416667
HSN,29.38333333,122.3666667
HSP,37.95,79.81666667
HSS,29.16666667,75.8
HST,25.48333333,80.48333333
HSV,34.64,86.77333333
HSZ,24.81666667,120.9333333
HTA,52.03333333,113.3
HTB,15.85,61.63333333
HTF,51.765,0.248333333
HTG,71.96666667,102.5
HTH,38.55,118.6333333
HTI,20.35,148.9666667
HTL,47.11666667,88.55
HTN,37.03333333,79.86666667
HTO,40.96666667,72.23333333
HTR,24.05,123.7833333
HTS,38.35,82.53333333
HTT,38.19888889,90.84055556
HTU,35.71666667,142.35
HTV,30.75,95.58333333
HTW,38.41666667,82.48611111
HTZ,6.166666667,71.75
HUA,34.65,86.78333333
HUB,16.48333333,130.6333333
HUC,18.13333333,65.81666667
HUD,42.73333333,94.21666667
HUE,14.25,36.58333333
HUF,39.45,87.3
HUG,15.33333333,91.46666667
HUH,16.68333333,151.0333333
HUI,16.4,107.6833333
HUJ,34.01666667,95.51666667
HUK,23.98333333,21.75
HUL,46.13333333,67.8
HUM,29.58333333,90.66666667
HUN,24.01666667,121.6166667
HUQ,29.05,15.93333333
HUS,66.03333333,154.2333333
HUT,38.06666667,97.86666667
HUU,9.908333333,76.21388889
HUV,61.76666667,17.08333333
HUX,15.76833333,96.23555556
HUY,53.91666667,0.35
HUZ,23.08333333,114.3666667
HVA,14.63333333,47.76666667
HVB,25,153
HVD,48.01666667,91.65
HVE,38.41666667,110.7
HVG,71.01666667,25.98333333
HVK,65.7,21.7
HVM,65.41666667,21
HVN,41.26666667,72.88333333
HVR,48.55,109.7666667
HVS,34.4,80.11666667
HWA,7.433333333,145.9666667
HWD,37.66666667,122.0833333
HWI,58.11666667,134.7333333
HWK,31.88333333,138.4
HWN,18.63333333,27
